Date;Equal Weights;Markowitz;Risk Parity;Goal-Based Investing;Benchmark (IBOVESPA)
2022-02-25;100852,28652334232;94534,96620395423;100852,28652334232;93094,71884992164;95926,13631546385
2022-03-02;101792,48965236128;94038,8772212571;101792,48965236128;92746,43294668768;97648,9440172282
2022-03-03;101348,28708444125;92839,27375893784;101348,28708444125;91814,81755885368;97642,16130974094
2022-03-04;101314,98120799895;92696,99392274204;101314,98120799895;91658,5941670598;97055,45711209286
2022-03-07;99815,31983749407;91227,12131156192;99815,31983749407;90508,50876715392;94612,83457824291
2022-03-08;99844,5397275795;90062,47305857595;99844,5397275795;89496,30986590768;94282,17758823892
2022-03-09;100793,31753287141;91203,62844763784;100793,31753287141;90470,42935943572;96568,79784988187
2022-03-10;100748,75060868864;90999,57467851757;100748,75060868864;90285,89131536351;96367,86014057176
2022-03-11;99691,17011723263;91053,2543086964;99691,17011723263;90383,04265660454;94714,57519055184
2022-03-14;98805,64381255102;91315,39787975735;98805,64381255102;90554,69424009896;93201,18358245668
2022-03-15;98870,01934973207;92999,8887088661;98870,01934973207;91892,05839652216;92379,62813806217
2022-03-16;99843,63838803374;93816,82578394882;99843,63838803374;92527,95457575886;94205,02429057135
2022-03-17;100563,5092224457;93803,53004547126;100563,5092224457;92599,00114690333;95870,17897869398
2022-03-18;101704,44239661183;94518,52719406242;101704,44239661183;93293,08698609649;97765,0978829476
2022-03-21;101864,27382909323;93645,25488250537;101864,27382909323;92636,69761398775;98480,67352285366
2022-03-22;102379,17430667681;94070,14474337136;102379,17430667681;93009,45380044714;99427,70905576252
2022-03-23;102002,01042731506;92134,46863931773;102002,01042731506;91525,9726022826;99584,55916640544
2022-03-24;103453,19872260597;92933,09479181386;103453,19872260597;92400,0390557264;100937,70931011405
2022-03-25;103268,28452909946;92477,41142995976;103268,28452909946;92155,255335229;100961,44878631948
2022-03-28;103095,8243011543;93337,26559335993;103095,8243011543;92855,73776398973;100670,64020280314
2022-03-29;103843,80772380669;93955,21041392857;103843,80772380669;93288,54094425357;101752,48204702132
2022-03-30;103841,33642086021;93857,90245254693;103841,33642086021;93154,60004281254;101961,0503022546
2022-03-31;103363,4317931572;93077,56035822963;103363,4317931572;92424,11851538254;101739,7644704827
2022-04-01;103454,94309280625;92429,08326749159;103454,94309280625;91836,16387717615;103071,71865329363
2022-04-04;103308,26962332611;92563,54947410517;103308,26962332611;91982,56399796995;102825,8455068804
2022-04-05;102327,68954998294;92024,45265995647;102327,68954998294;91410,86920758987;100795,27245288157
2022-04-06;102055,79025628239;92186,87866700295;102055,79025628239;91552,81753450625;100238,24260049025
2022-04-07;102494,95446959122;92493,97835121687;102494,95446959122;91856,63803399254;100775,77216885572
2022-04-08;102072,06788948478;92116,68771489161;102072,06788948478;91492,18889641829;100317,93941346559
2022-04-11;100954,35516264716;90772,10168966456;100954,35516264716;90179,47832144742;99157,248594708
2022-04-12;100518,06125491079;90461,24977140923;100518,06125491079;89873,7297069918;98473,89081536642
2022-04-13;101279,70349392304;91260,17289605614;101279,70349392304;90653,26202664147;99012,26822216778
2022-04-14;100540,91798274424;90593,31721720648;100540,91798274424;89998,42588283414;98503,5651606232
2022-04-18;100337,0297187731;90304,6637690129;100337,0297187731;89718,57788081194;98083,8851348489
2022-04-19;100352,9145205611;90940,33460422773;100352,9145205611;90303,9436055058;97549,74692022709
2022-04-20;99813,45792737472;90559,01758667997;99813,45792737472;89927,1196088035;96945,23811542493
2022-04-22;98596,43461730452;89994,49958224219;98596,43461730452;89326,23535065635;94176,19778375053
2022-04-25;98941,64547901225;90888,38617199217;98941,64547901225;90155,14836758992;93842,99727843882
2022-04-26;98255,99199697017;90563,121693572;98255,99199697017;89803,41866343419;91747,1406648751
2022-04-27;98609,81386171425;90590,59283989307;98609,81386171425;89860,50197631755;92710,2851280662
2022-04-28;99339,24287888804;91643,25253593246;99339,24287888804;90869,9167333845;93193,55303653354
2022-04-29;97730,7479947907;90010,06757992049;97730,7479947907;89295,4236813575;91461,4191119742
2022-05-02;97629,7048542127;91001,08835394663;97629,7048542127;90200,23186730157;90412,64296675644
2022-05-03;97037,80655782329;90341,84418708741;97037,80655782329;89576,36813247745;90318,53290037069
2022-05-04;98384,72718233435;91434,35698808891;98384,72718233435;90646,7055979976;91858,20749997898
2022-05-05;96783,86310879688;90599,81853434666;96783,86310879688;89800,44459879196;89280,77865481972
2022-05-06;96820,69652618788;90962,41322149534;96820,69652618788;90150,6177916169;89137,49395915132
2022-05-09;95534,65556669107;89949,6556876266;95534,65556669107;89148,65019826498;87539,3185074654
2022-05-10;95521,29044534103;90384,6492235008;95521,29044534103;89587,11078854911;87420,62112643833
2022-05-11;95512,71425707321;89159,27413494216;95512,71425707321;88422,0790477312;88511,78919345149
2022-05-12;95995,08351954215;89046,4399376092;95995,08351954215;88340,11454586046;89606,34861420828
2022-05-13;96521,14368597962;89686,22002465921;96521,14368597962;88979,87470347849;90654,27692099015
2022-05-16;97300,83745492424;89934,64735231387;97300,83745492424;89255,0708380328;91764,09743359327
2022-05-17;97360,00702395779;90040,30708210787;97360,00702395779;89370,07803593768;92235,49560395791
2022-05-18;95651,01121992934;88079,37324257464;95651,01121992934;87457,03328684138;90080,29029988067
2022-05-19;95724,23209887545;87565,882111129;95724,23209887545;86989,97729188664;90722,95183429867
2022-05-20;96098,6175942454;87106,75956910061;96098,6175942454;86577,74360788042;91980,29623474971
2022-05-23;96653,40344495715;87426,56586642526;96653,40344495715;86920,03241203022;93555,58004866615
2022-05-24;96650,89969806149;87434,93874003363;96650,89969806149;86926,37901167372;93754,82208110444
2022-05-25;96723,8898556056;87350,07767433228;96723,8898556056;86839,01336433712;93753,97424266854
2022-05-26;97478,86839365742;88128,64096819855;97478,86839365742;87624,01692525206;94864,64259370755
2022-05-27;97572,28781069044;89037,9879150832;97572,28781069044;88487,50209834959;94908,73019237477
2022-05-30;97064,5752684071;88709,27622117416;97064,5752684071;88137,55634432197;94137,1972156988
2022-05-31;96965,05875540026;88470,43180131337;96965,05875540026;87924,91480340138;94407,65767675333
2022-06-01;97456,79509686878;88926,9622775203;97456,79509686878;88365,55329106277;94415,2882226765
2022-06-02;98359,54665179868;89661,31688080165;98359,54665179868;89080,933923543;95291,10532696912
2022-06-03;97218,79194968703;88732,19271399088;97218,79194968703;88179,02461581485;94196,54590621234
2022-06-06;96617,3757749519;89000,23851371376;96617,3757749519;88420,36381108587;93419,92589892093
2022-06-07;97235,68498519596;90046,2587124001;97235,68498519596;89409,61431265176;93321,57664035565
2022-06-08;96523,19919009172;89668,31369082617;96523,19919009172;89013,57362028093;91878,5556224408
2022-06-09;95877,64818125333;88966,58886734692;95877,64818125333;88321,4634165136;90798,40945509446
2022-06-10;95073,81509022124;87924,24371127672;95073,81509022124;87316,29397795344;89430,8460579754
2022-06-13;93244,39370971307;86953,63431174512;93244,39370971307;86329,93195166945;86986,52784725363
2022-06-14;92689,84814527511;86701,41849627772;92689,84814527511;86072,43970099333;86532,93428404303
2022-06-15;93284,13839783987;86819,13475661942;93284,13839783987;86209,26970664908;87163,72608035833
2022-06-17;92381,52389197653;86417,8195235345;92381,52389197653;85767,50637782484;84635,4718644817
2022-06-20;92346,73206112652;87121,19862891511;92346,73206112652;86429,28930527065;84659,21134068712
2022-06-21;92539,72815464693;87446,26436326928;92539,72815464693;86732,72371382687;84516,77448345463
2022-06-22;92591,17677606607;87656,10361935412;92591,17677606607;86929,9532280851;84378,57681840169
2022-06-23;92414,89096886745;88240,64180471942;92414,89096886745;87437,62982612874;83155,99379382285
2022-06-24;93287,346570879;90000,80376209709;93287,346570879;89117,86650693607;83657,91414788019
2022-06-27;93812,19049995427;89840,64073491543;93812,19049995427;89019,60281308915;85431,59215579901
2022-06-28;93364,63352842043;89005,7362316973;93364,63352842043;88221,93604118402;85284,91610638698
2022-06-29;92433,54112447723;88249,60507859463;92433,54112447723;87485,40504026088;84463,36066199247
2022-06-30;91943,29635503025;88746,10295285608;91943,29635503025;87606,9533250306;83547,6951512122
2022-07-01;93173,68562235877;89719,25178440251;93173,68562235877;90026,28840881686;83897,00458680614
2022-07-04;92420,6901725839;88835,40894489588;92420,6901725839;88819,09744929451;83604,500326418
2022-07-05;92429,06343960477;89026,83166470886;92429,06343960477;89559,94867771996;83338,27905754298
2022-07-06;92795,9619770631;89082,17907662503;92795,9619770631;89889,15785375469;83697,76255436784
2022-07-07;93618,5131286304;89162,02255792948;93618,5131286304;90003,0031206454;85402,76564897814
2022-07-08;92909,23053864726;88357,68196228666;92909,23053864726;88960,07315000912;85028,86889874286
2022-07-11;92077,55111518217;88356,41803229474;92077,55111518217;89283,15836146985;83267,90846736265
2022-07-12;92234,78202523265;88452,17790687009;92234,78202523265;89488,09541360073;83317,93093508121
2022-07-13;91850,8749096609;88143,5967968171;91850,8749096609;88851,28738052987;82987,27394507722
2022-07-14;91063,49100378108;88220,231235398;91063,49100378108;88984,9688342597;81495,07829787975
2022-07-15;91424,38101353451;89038,3539919091;91424,38101353451;89990,8353779105;81859,64882532005
2022-07-18;91297,44674340903;88599,70421047247;91297,44674340903;89686,69857302701;82169,10985442635
2022-07-19;92363,98015001263;88713,29515008786;92363,98015001263;90714,44802234606;83295,88713574763
2022-07-20;93050,71056649687;89207,94636136857;93050,71056649687;91563,89015399605;83331,49635005575
2022-07-21;93704,21722242508;89369,8319230761;93704,21722242508;92178,31137838324;83963,98382324284
2022-07-22;93459,3933268524;89490,97119404838;93459,3933268524;92020,87537152419;83872,41727216482
2022-07-25;93205,17163302726;89144,49139683381;93205,17163302726;90933,84548703035;85012,75996846061
2022-07-26;92596,1551243793;88902,7831330908;92596,1551243793;90223,84554152707;84590,53642737861
2022-07-27;93534,15224006059;88585,04019417887;93534,15224006059;90253,1876733106;86003,03526160076
2022-07-28;94040,67974708449;88578,15041860803;94040,67974708449;90098,56766715184;86985,68000881773
2022-07-29;94517,80668595595;89296,41212627264;94517,80668595595;91154,1869844533;87467,25224041328
2022-08-01;94423,03638262978;89328,30565135826;94423,03638262978;91074,56671243887;86670,28411066008
2022-08-02;95175,97525228119;89319,66321208824;95175,97525228119;91610,42493660722;87634,27641228709
2022-08-03;95960,46265783197;90210,05567130912;95960,46265783197;92732,65839404786;87984,43368631696
2022-08-04;97510,31418960675;90374,2361481992;97510,31418960675;92324,29048443407;89779,30765513345
2022-08-05;97155,73676520515;90276,74747395536;97155,73676520515;91792,52094163827;90271,0539479599
2022-08-08;97915,12398888207;90315,26204721032;97915,12398888207;91314,05361313366;91907,38212926168
2022-08-09;97808,48343237261;90157,10896291921;97808,48343237261;91295,01379749543;92118,49389980268
2022-08-10;98913,15390539792;90593,61184823155;98913,15390539792;91950,4484499436;93462,31782071631
2022-08-11;99028,54055636047;90977,2506527162;99028,54055636047;92857,71177804648;93023,13751091615
2022-08-12;100072,1131434246;90406,6111961495;100072,1131434246;92460,8085825927;95605,65338669086
2022-08-15;100574,34002572128;91375,83416415307;100574,34002572128;93470,57199011215;95832,87408751411
2022-08-16;101073,16126349196;91795,60986161721;101073,16126349196;94091,21067470782;96239,83653674979
2022-08-17;100851,34623813901;91372,21872423068;100851,34623813901;93742,09134245566;96406,0128701877
2022-08-18;100746,95978004349;91387,37760216581;100746,95978004349;93917,74903532765;96495,035905958
2022-08-19;99234,50024390995;90973,47366733158;99234,50024390995;93097,71692333632;94530,59424995996
2022-08-22;98355,23021433922;90481,35337169854;98355,23021433922;91931,98131513085;93686,99500623184
2022-08-23;99196,01846801315;90246,89261234344;99196,01846801315;91145,2007369041;95684,50236123028
2022-08-24;99565,53251366767;90159,57131407953;99565,53251366767;91328,52726482612;95719,26373710248
2022-08-25;100160,51858138548;90519,8960453255;100160,51858138548;92029,50671704306;96256,79330546793
2022-08-26;98405,3522229845;89152,53033933241;98405,3522229845;89580,177537669;95211,4085139938
2022-08-29;98096,80126616899;88908,96852547245;98096,80126616899;88905,4182799376;95231,75663645558
2022-08-30;97439,41290327423;88670,1417808873;97439,41290327423;88929,65676570682;93627,64631571829
2022-08-31;97480,19435483207;89006,18995008936;97480,19435483207;89502,15294815876;92857,80901591414
2022-09-01;98058,50779463424;89574,41919629592;98058,50779463424;90237,14338504396;93605,6025163847
2022-09-02;98090,80527982982;89523,27321234212;98090,80527982982;89345,359570269;93994,76035846632
2022-09-05;98367,69609539399;89464,77780919433;98367,69609539399;89213,46902295551;95130,01602414667
2022-09-06;97483,43427013334;89201,29790923683;97483,43427013334;89434,70548990785;93062,13807896791
2022-09-08;97959,99531975221;90036,04215958208;97959,99531975221;90705,02284786038;93191,00952122587
2022-09-09;99118,61676474258;90203,49702262065;99118,61676474258;90922,88174538982;95212,25635242973
2022-09-12;99205,35507066673;89864,35598925452;99205,35507066673;90790,65252521461;96150,8135009795
2022-09-13;97683,51080870052;88935,22486404756;97683,51080870052;89203,2463239107;93935,41166795278
2022-09-14;97629,06486582232;89118,52098956956;97629,06486582232;89348,61161025568;93725,99557428359
2022-09-15;97133,51326415538;89058,53250215368;97133,51326415538;89361,11064481038;93223,22738179035
2022-09-16;96943,43485214625;88932,57645098574;96943,43485214625;89156,63989988745;92651,7842759886
2022-09-19;97752,28123818396;88836,30672909507;97752,28123818396;88560,96167905319;94808,68525693766
2022-09-20;97655,64721791651;88774,18657645673;97655,64721791651;87980,43353902074;95396,23729302168
2022-09-21;97286,89199232042;88546,44311922886;97286,89199232042;87325,17794089078;94903,64316175933
2022-09-22;97834,21782699686;88471,77235591886;97834,21782699686;86648,03509866667;96712,93038398627
2022-09-23;97089,88367848739;88415,00681869246;97089,88367848739;86962,2230534218;94717,11870585966
2022-09-26;96226,41700061345;88453,29048663465;96226,41700061345;87464,39824591465;92511,04309562793
2022-09-27;95817,11378392138;88436,28260326307;95817,11378392138;87307,9686750962;91885,33832992808
2022-09-28;96501,5842064481;88812,20354758202;96501,5842064481;88146,4160549758;91948,92621262117
2022-09-29;95786,1535680602;88463,58792363225;95786,1535680602;87404,4690935608;91281,67736356183
2022-09-30;96976,01080478147;88604,3146687052;96976,01080478147;86981,80011121141;93293,59797197068
2022-10-03;99036,03009759993;88814,68505579459;99036,03009759993;86213,60441471484;98462,86891569967
2022-10-04;99672,33815929027;88978,30931427995;99672,33815929027;87562,90403398025;98544,2614055468
2022-10-05;100001,35385159298;89028,58153607247;100001,35385159298;87608,04144923064;99364,96901150541
2022-10-06;100479,23277241978;89343,98753629104;100479,23277241978;87615,95899896233;99672,73436373989
2022-10-07;99195,09740014841;88285,75995596875;99195,09740014841;85874,95362446773;98667,19797875341
2022-10-10;98538,00240266667;88003,33005009787;98538,00240266667;85249,82782658146;98299,23609756949
2022-10-11;98330,67900872648;88204,3331989476;98330,67900872648;85816,03892058732;97354,74407996835
2022-10-13;98384,68647153913;88551,63506374863;98384,68647153913;86877,64842273897;96907,93322424502
2022-10-14;97020,63188586567;87904,20436127699;97020,63188586567;85933,14167205905;95018,94918904277
2022-10-17;98140,32165169503;88796,10310707291;98140,32165169503;87231,75782157485;96334,79444157146
2022-10-18;98905,90327849858;89006,62249835624;98905,90327849858;87607,22940362991;98131,36408725978
2022-10-19;98762,10870015116;88843,37579681726;98762,10870015116;87305,70916804444;98581,56629672674
2022-10-20;98353,14759967306;88612,02846337085;98353,14759967306;86309,35110062193;99342,0773737359
2022-10-21;100025,19032516963;88939,71042753046;100025,19032516963;87077,73481261173;101680,41577996922
2022-10-24;99650,96007783672;89651,41330453783;99650,96007783672;89150,25797971863;98360,28046495483
2022-10-25;99518,07926544393;89992,83785565122;99518,07926544393;90143,77799096462;97184,32855435091
2022-10-26;98881,14107736427;90027,60696066984;98881,14107736427;90357,8199945812;95605,65338669087
2022-10-27;99364,87934937936;89839,97979578914;99364,87934937936;89517,53019918872;97197,04613088955
2022-10-28;99885,09967431736;90183,78197104356;99885,09967431736;90481,37981049839;97110,56661042696
2022-10-31;99632,21695246022;90063,68450154211;99632,21695246022;89114,57349141054;98380,62858741662
2022-11-01;99909,05870661729;90028,02230431061;99909,05870661729;88521,79731402053;99136,90047224624
2022-11-03;99348,40067656385;89256,65974987157;99348,40067656385;86594,56830772683;99108,92180386129
2022-11-04;100135,13204601973;89637,04161397523;100135,13204601973;86822,80553099836;100176,35039466903
2022-11-07;99249,42032521362;89451,27510899545;99249,42032521362;88134,6768356073;97791,3808744608
2022-11-08;99939,13028470994;89511,8836018931;99939,13028470994;88264,98064860888;98484,91271503326
2022-11-09;98915,09156286645;89638,19207646273;98915,09156286645;87878,93325616363;96297,48955039152
2022-11-10;98733,85243532494;88274,29944960654;98733,85243532494;90966,50644191146;93071,46430176288
2022-11-11;99849,80654250178;89887,68277330339;99849,80654250178;91939,97409266219;95172,40794594205
2022-11-14;100332,49262109937;90440,09295387668;100332,49262109937;91808,8712755012;95942,24524574619
2022-11-16;99164,41168138174;90431,36631988906;99164,41168138174;92397,05073345115;93468,25268976764
2022-11-17;98744,47132427384;89947,89350439869;98744,47132427384;92145,90007801367;93010,41993437753
2022-11-18;98075,00765905312;89660,11453292865;98075,00765905312;91938,2590849361;92312,64890162552
2022-11-21;98172,8151958389;89613,6777817525;98172,8151958389;91221,70055230212;93048,57266399336
2022-11-22;98099,05648912967;90008,64050847852;98099,05648912967;92491,94876768683;92445,75953606301
2022-11-23;97951,87244425793;89362,72694331799;97951,87244425793;92317,6303579925;92145,6247297517
2022-11-24;99756,90999224149;89953,71993401829;99756,90999224149;92958,25850748953;94814,620125989
2022-11-25;98210,21423481409;89790,5067782907;98210,21423481409;92971,73048485552;92394,88922990854
2022-11-28;97691,61564845948;89470,20276221068;97691,61564845948;91793,83699211833;92229,56073490654
2022-11-29;98378,13064635877;89734,3027284689;98378,13064635877;91027,96615151496;94033,76092651804
2022-11-30;99324,62406672034;90706,03275473737;99324,62406672034;92161,43741309448;95369,95430150851
2022-12-01;98717,73157457045;90202,41436796998;98717,73157457045;91949,83703623888;94047,32634149256
2022-12-02;99483,45746400434;91017,78951221508;99483,45746400434;92556,32069253534;94893,46910052841
2022-12-05;97937,64580351232;90516,99046632502;97937,64580351232;92016,00505018396;92754,37272673339
2022-12-06;97795,39857367412;89731,41615340317;97795,39857367412;90542,2528814692;92866,2874002732
2022-12-07;97343,69793188671;89756,92235947106;97343,69793188671;90242,30856300169;92720,45918929708
2022-12-08;96514,53769509947;89842,36113370018;96514,53769509947;90698,37229475322;90926,43305891647
2022-12-09;96389,34083560115;89661,29730795097;96389,34083560115;90497,88539117746;91302,87332445948
2022-12-12;95780,31693307936;89613,03326579805;95780,31693307936;91498,00930149188;89246,86511738341
2022-12-13;95522,27785206588;90191,4557990451;95522,27785206588;92041,83169602137;88083,6307833181
2022-12-14;95424,57947093553;89443,48807064594;95424,57947093553;91410,06495078446;88008,17316252233
2022-12-15;95029,79357067765;89330,86716812078;95029,79357067765;90426,53779910556;87953,06366418832
2022-12-16;94400,13136013043;88948,46809723298;94400,13136013043;89632,8821401708;87178,98717220464
2022-12-19;95063,32358584402;88795,70729497053;95063,32358584402;89121,52797486316;88624,5517054272
2022-12-20;96014,6515409324;88703,59561519965;96014,6515409324;88336,5800357776;90700,90803496505
2022-12-21;96395,13398842714;88869,66367184876;96395,13398842714;89051,55391537557;90984,08607255822
2022-12-22;96007,93457877795;88895,32295036368;96007,93457877795;88658,52776646214;90987,47742630185
2022-12-23;97240,20247255955;89076,11150849893;97240,20247255955;88472,85635556294;93006,18074219796
2022-12-26;97218,23959694104;89294,65560615127;97218,23959694104;88662,79673787962;92192,25584372661
2022-12-27;97190,59848146919;89556,18736132808;97190,59848146919;89431,67883255075;91860,75101528672
2022-12-28;98048,28062089982;89878,21452495705;98048,28062089982;89159,90223153777;93463,16565915219
2022-12-29;98235,60136809878;90355,56244688791;98235,60136809878;90396,7734714915;93288,51094135521
2023-01-02;97099,84336088103;90318,01612919525;97099,84336088103;90871,4218944672;90189,66145811272
2023-01-03;96560,94022858956;90193,36305599612;96560,94022858956;91396,71901244599;88315,93851475681
2023-01-04;97429,90529276611;90234,05389846832;97429,90529276611;91710,06097434499;89306,21380789694
2023-01-05;97627,15579290802;89609,66470419838;97627,15579290802;90003,84224042598;91157,89295191925
2023-01-06;98027,46374017494;89753,91813012074;98027,46374017494;90002,74221372925;92275,34401044554
2023-01-09;98424,02894571873;89994,50225194082;98424,02894571873;90312,62053271139;92606,84883888543
2023-01-10;99486,45335381535;90284,45562320422;99486,45335381535;90470,40658278308;94035,45660338983
2023-01-11;100286,36558555611;90847,98805087752;100286,36558555611;90895,56247554156;94756,96711234725
2023-01-12;99534,46916294516;91352,1029162571;99534,46916294516;90766,80684238426;94853,62069404071
2023-01-13;99165,83751677824;91404,226084461;99165,83751677824;90912,52092426267;94038,84795713345
2023-01-16;98519,2990315869;91083,60131439932;98519,2990315869;91376,4716919628;92594,97910078273
2023-01-17;99355,86715439506;90996,06386579985;99355,86715439506;90740,78615195528;94482,26745911315
2023-01-18;99694,89806319718;91070,18032634175;99694,89806319718;90679,23769311565;95341,1277946876
2023-01-19;100004,20863777705;90604,31191211005;100004,20863777705;90046,28341735066;95810,83028818046
2023-01-20;100356,87809808747;90915,07127943396;100356,87809808747;91317,39059557104;95213,10419086555
2023-01-23;100139,91158988398;90854,25385372745;100139,91158988398;91768,48863026028;94711,18383680821
2023-01-24;100612,26702238902;90800,33446392723;100612,26702238902;91163,57609798033;95829,4827337704
2023-01-25;100802,74718308511;90595,64280132588;100802,74718308511;90488,08251460572;96818,91018847463
2023-01-26;100774,99096691288;90763,94956985443;100774,99096691288;91018,96612671098;96745,99608298659
2023-01-27;100173,38379991062;90734,5105665815;100173,38379991062;91518,51652459672;95383,51971648297
2023-01-30;99954,41950095787;90518,73370085485;99954,41950095787;90906,16111068985;94862,94691683567
2023-01-31;100608,62899911439;90679,63199090654;100608,62899911439;91224,548593453;96256,79330546786
2023-02-01;100460,48293855866;90773,2508319465;100460,48293855866;91626,15505391268;95214,79986773735
2023-02-02;99374,75388547177;91036,10405761613;99374,75388547177;92039,13282568894;93207,11845150802
2023-02-03;98788,88532976847;91250,02308225466;98788,88532976847;93631,04529335679;91981,99191162146
2023-02-06;98551,67060852736;91288,70657686496;98551,67060852736;92514,99374519699;91953,1654048006
2023-02-07;98767,39876273135;92103,86995752044;98767,39876273135;94168,05486154137;91498,72400315409
2023-02-08;99395,87189502809;91841,16237086142;99395,87189502809;93312,24553672722;93162,1830144049
2023-02-09;98526,99292301196;91908,4061222525;98526,99292301196;93405,36586744974;91382,57013743476
2023-02-10;98057,89906608478;91645,53534056616;98057,89906608478;92296,74047331182;91693,72684341286
2023-02-13;98446,1363926199;91933,59601224893;98446,1363926199;93328,09102991692;92283,82239480458
2023-02-14;98214,69796684168;92109,90968201871;98214,69796684168;93613,90398282882;91277,4381713822
2023-02-15;99238,74624253278;92950,8811553163;99238,74624253278;94729,48992024663;92789,13410260555
2023-02-16;99042,3683508612;92651,3986049366;99042,3683508612;93691,47890617637;93181,6832984308
2023-02-17;98494,8501167714;92876,38070915519;98494,8501167714;93327,90029958868;92671,28456001439
2023-02-22;97093,44506525851;92619,63376509913;97093,44506525851;92212,22246157727;90847,58408437701
2023-02-23;96961,93292253294;92284,79736173854;96961,93292253294;92042,73353155443;91329,15631597258
2023-02-24;96517,85170584681;91968,91147262182;96517,85170584681;92081,00055178526;89763,19872485113
2023-02-27;96544,44074122631;92413,26421281633;96544,44074122631;92324,98309182093;89625,8488982341
2023-02-28;95990,53961380952;92422,94102733787;95990,53961380952;92371,5027422236;88965,38275666203
2023-03-01;95838,26297625044;91691,62823943277;95838,26297625044;91455,31695294351;88501,61513222054
2023-03-02;95452,75589964948;91869,17378993232;95452,75589964948;91934,30112622146;87603,75422859433
2023-03-03;96349,48729790602;92515,35306689974;96349,48729790602;93075,91014112692;88061,58698398447
2023-03-06;96492,4749250845;92218,29850259481;96492,4749250845;92703,67373199266;88768,68423953145
2023-03-07;96131,9214811634;92275,54817845798;96131,9214811634;92319,54374721776;88368,50449778304
2023-03-08;96992,58383401444;92174,51248231374;96992,58383401444;91783,46585725766;90328,70696160155
2023-03-09;96504,97644030825;92286,22125712072;96504,97644030825;91174,02420424025;89083,2322992532
2023-03-10;96281,1570120132;92133,38462194189;96281,1570120132;90976,9877917633;87851,32305187939
2023-03-13;96896,9669886062;92656,88716501794;96896,9669886062;91596,78345177129;87429,94734923328
2023-03-14;96747,2860859818;92670,84154044115;96747,2860859818;92148,65735288165;87269,70588484674
2023-03-15;96777,99968806941;92997,74857790252;96777,99968806941;92353,74925569583;87051,81140681847
2023-03-16;97107,9684552209;92922,8893254452;97107,9684552209;92718,70450620368;87696,16861810828
2023-03-17;96922,79783982837;93155,20266028747;96922,79783982837;92098,47488978339;86464,25937073445
2023-03-20;96339,30723210241;93457,55999150132;96339,30723210241;92901,51568490455;85566,39846710826
2023-03-21;96237,94667524853;93420,91403664836;96237,94667524853;93450,73931802125;85629,98634980133
2023-03-22;95951,41066116272;93077,68124642428;95951,41066116272;92407,28530057006;84971,21588510108
2023-03-23;95048,44433496165;93563,30190073918;95048,44433496165;93208,97791922391;83025,42667469301
2023-03-24;95666,41510346132;93681,70090975487;95666,41510346132;93290,81277342865;83791,02478231762
2023-03-27;95633,1635520739;93834,43769397151;95633,1635520739;92988,3139628497;84504,05690691595
2023-03-28;96160,89869400863;93604,56481254063;96160,89869400863;92442,76831975316;85788,53213731606
2023-03-29;96151,29042315304;93571,71268234684;96151,29042315304;92693,05379303833;86304,0179063479
2023-03-30;97178,10882130517;93756,74868874697;97178,10882130517;92770,24968689168;87931,8677032906
2023-03-31;96311,94901463541;93926,35357868785;96311,94901463541;93226,6737495687;86379,47552714369
2023-04-03;96194,17012314775;94106,20256097631;96194,17012314775;93528,92747450042;86060,6882752424
2023-04-04;96664,92530803817;94410,68799979736;96664,92530803817;93530,16572400558;86368,45362747689
2023-04-05;95942,50642347065;94386,39700985479;95942,50642347065;93050,13256748045;85613,02958108317
2023-04-06;95829,04569226755;94369,28285657834;95829,04569226755;93103,22757483611;85480,76678508159
2023-04-10;96227,23002140134;94210,97757118581;96227,23002140134;93227,28889588243;86349,80118188693
2023-04-11;98189,89644575656;94255,85096426784;98189,89644575656;92733,79631703645;90052,31163149566
2023-04-12;98042,70367369549;94045,85619094277;98042,70367369549;91726,10033143952;90625,45041416925
2023-04-13;98402,30330401381;94832,08576899927;98402,30330401381;92646,73928466275;90259,18420985715
2023-04-14;97832,26496800769;94468,10413783298;97832,26496800769;92214,24212133333;90107,42112982967
2023-04-17;97841,30858557206;94872,97851398817;97841,30858557206;92840,77645307347;89884,43962118596
2023-04-18;97930,56563485261;94676,47652295922;97930,56563485261;93139,9271370835;90009,07187126439
2023-04-19;97461,48942751189;95267,0192941114;97461,48942751189;94563,26969171359;88101,43539047216
2023-04-20;97618,17887090241;95271,05824166065;97618,17887090241;94084,21637363386;88486,35404037424
2023-04-24;97135,38971812074;95267,12468869178;97135,38971812074;94008,93919982566;88130,26189729302
2023-04-25;96671,95546601899;94972,78408080111;96671,95546601899;93471,15296199005;87513,88335438816
2023-04-26;96307,04095418262;95335,61534738285;96307,04095418262;93301,34304151198;86744,046054584
2023-04-27;96562,79339642025;95525,28547855861;96562,79339642025;93448,65952017174;87262,07533892359
2023-04-28;97490,53616302699;95560,59967802807;97490,53616302699;93947,43998385983;88541,46353870824
2023-05-02;96868,02345393311;95634,04977909318;96868,02345393311;94024,78135766587;86417,62825675958
2023-05-03;96663,87340369851;95400,38413514437;96663,87340369851;93062,38520967469;86307,40926009158
2023-05-04;96780,70516462394;95566,06833053958;96780,70516462394;92748,20242653425;86627,04435042875
2023-05-05;98064,49311024652;95631,12105913954;98064,49311024652;93117,91587625143;89148,51585881814
2023-05-08;98898,3335631653;95982,33887952387;98898,3335631653;94014,89900206629;89906,48342051957
